"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000005649",-11.7670758246896,11.6347122743963,61.0108281487987,1.51913036153697e-07,0.00046591728188339
"ENSMUSG00000072235",-3.58303505191118,11.0749353176354,35.8052997947319,1.30119933414136e-06,0.00199538917890577
"ENSMUSG00000032249",-4.01253279801233,11.449169956581,32.9792429242992,2.57922721393872e-06,0.00260297434711217
"ENSMUSG00000027523",-4.03154212100534,10.9751278615296,31.0429540912805,4.49812583075993e-06,0.00260297434711217
"ENSMUSG00000040785",-2.95903183089285,11.2013138175201,31.5431327170566,4.70917028647032e-06,0.00260297434711217
"ENSMUSG00000026234",-4.8029453104902,10.7625093618602,33.0070656977814,5.09222239408968e-06,0.00260297434711217
"ENSMUSG00000062151",2.56554754111798,8.8201693597421,32.8035361128355,6.46900398907032e-06,0.00283434789063981
"ENSMUSG00000004980",-3.54608524995533,11.4141534939591,28.5058526457249,8.94881587516651e-06,0.00343075228614196
"ENSMUSG00000021239",-4.41295625774429,10.4035926607005,29.2329504519139,1.22168058247786e-05,0.00416321594051067
"ENSMUSG00000018326",-3.54484613127693,11.0677146501512,25.9506435239503,1.65451340275893e-05,0.00505676740666308
"ENSMUSG00000001175",-3.14465046137511,12.1329511421359,27.402810378193,1.81364334767831e-05,0.00505676740666308
"ENSMUSG00000028248",-3.31883472037064,11.2435055723989,25.4716334279096,2.05567845985298e-05,0.00525397153030756
"ENSMUSG00000032479",-3.38691147924222,10.3545192861087,25.0555391532458,2.25641409157605e-05,0.00532340155297212
"ENSMUSG00000036309",-9.82054493648425,9.91005007531397,29.1805646007726,2.61638751992544e-05,0.00573175751686523
"ENSMUSG00000031633",-2.62854528712536,11.5389503647758,24.9642509528685,3.25478190833797e-05,0.00646072050348632
"ENSMUSG00000026434",-9.38197580771101,9.49670102858416,27.8120162398954,3.51164585780315e-05,0.00646072050348632
"ENSMUSG00000020326",-9.71873309478253,9.81511027284435,27.5890652451793,3.68356034308928e-05,0.00646072050348632
"ENSMUSG00000020863",-3.04124594436793,11.2804626071132,23.6339710325806,3.79174988792806e-05,0.00646072050348632
"ENSMUSG00000025351",-9.24629599400955,9.37178587494395,26.6725071714428,4.51489778439694e-05,0.00728799552881338
"ENSMUSG00000021337",-3.35987269595739,10.3687223621195,22.2769086200989,5.04778780434212e-05,0.00728817729875957
"ENSMUSG00000021268",-2.46271428568342,12.7092975181513,23.9528282753174,5.25815625537501e-05,0.00728817729875957
"ENSMUSG00000003949",-4.02978356564374,10.0582985902547,23.4855684478425,5.2751860480537e-05,0.00728817729875957
"ENSMUSG00000020949",-4.3202985114857,10.3457977537947,23.2372265000019,5.62389890331057e-05,0.00728817729875957
"ENSMUSG00000027881",-9.46676052064736,9.58869335865845,25.6344607368268,5.70317101957058e-05,0.00728817729875957
"ENSMUSG00000063511",-4.32898782669051,10.3469383046232,22.5054021326013,6.89225050643215e-05,0.00799926884519691
"ENSMUSG00000029405",-9.2566058928207,9.39379029819188,24.7549587114903,6.98951328317622e-05,0.00799926884519691
"ENSMUSG00000068882",-9.58011776112211,9.6932671328169,24.616829352848,7.2131223831726e-05,0.00799926884519691
"ENSMUSG00000047547",-9.40005965935131,9.52978719134041,24.3866136282176,7.61601479795672e-05,0.00799926884519691
"ENSMUSG00000024975",-3.94372263065991,9.98210338851258,22.1347463520383,7.61794882842954e-05,0.00799926884519691
"ENSMUSG00000024425",-2.66106631232371,10.2398656420764,20.6088363712081,8.04563236153971e-05,0.00799926884519691
"ENSMUSG00000020048",-3.57840274688722,10.5707592102525,20.6422745661746,8.31111014856006e-05,0.00799926884519691
"ENSMUSG00000023944",-2.71199443196235,10.9595914142282,20.8709233603226,8.45581024085284e-05,0.00799926884519691
"ENSMUSG00000071172",-9.07872881770675,9.19624593824758,23.8729484539404,8.60697332544826e-05,0.00799926884519691
"ENSMUSG00000025369",-9.34483363952974,9.47843865751497,23.7152117670972,8.93055768416267e-05,0.00805588835803732
"ENSMUSG00000026864",-9.69820303827551,9.80758828860841,23.5393603709666,9.30784281292962e-05,0.00815632968778718
"ENSMUSG00000036510",-9.500398627177,9.55383670402368,23.2446149257902,9.99608451186283e-05,0.00826910120599361
"ENSMUSG00000020923",-9.11768885742807,9.26469401294659,23.1664209575001,0.000101962147464725,0.00826910120599361
"ENSMUSG00000037747",-2.56109673413417,10.537280851017,19.9955242353014,0.000103004046362247,0.00826910120599361
"ENSMUSG00000028173",-9.47390909735169,9.59859748908254,23.0243923835109,0.000105444518289268,0.00826910120599361
"ENSMUSG00000015749",-3.41261099844027,10.4307076805486,19.8000848122375,0.000107846119413024,0.00826910120599361
"ENSMUSG00000030057",-9.30368770604924,9.44169731883345,22.4488733612712,0.000121431981715525,0.00869416915353887
"ENSMUSG00000022283",-9.84738309642783,9.94037724719299,22.3414639719725,0.000124571011734747,0.00869416915353887
"ENSMUSG00000046593",-4.03808982849145,10.0845735586929,20.4022968165302,0.000124921480335839,0.00869416915353887
"ENSMUSG00000052504",2.40606350283368,8.3328120377062,20.6690906789992,0.000126768899608887,0.00869416915353887
"ENSMUSG00000036469",2.57997836584169,8.09415155297817,20.6023841470598,0.000127563616533828,0.00869416915353887
"ENSMUSG00000025393",-3.73157771960767,9.78667029863744,20.0934554653858,0.00013703564117064,0.00913670242326854
"ENSMUSG00000027562",-2.79875664402483,11.7949104463644,19.7468748113004,0.000144905764900715,0.00945587193511685
"ENSMUSG00000037149",-8.87538707548718,9.02779986133889,21.4816386233093,0.000154722148253336,0.00972827328969895
"ENSMUSG00000020462",-8.94511260031627,9.10331677909355,21.404905968484,0.00015772623619849,0.00972827328969895
"ENSMUSG00000050711",-2.6874792209088,10.6781220708675,18.6558464575187,0.000158595912776312,0.00972827328969895
"ENSMUSG00000001472",-9.89957819683178,9.99213785022425,21.2103467564681,0.000165398055731417,0.00994658503780895
"ENSMUSG00000028698",-8.85170241205928,9.01480801126051,21.1238731494721,0.000169424983885457,0.00999281587647495
"ENSMUSG00000024084",-9.52187246610204,9.64397279878781,20.8523794417553,0.000181336916662433,0.0104935910076166
"ENSMUSG00000041329",-3.66213786273362,9.72897332278733,18.8308978135295,0.00019870316258081,0.0110909140306796
"ENSMUSG00000058254",-8.90365980645481,9.06640678484003,20.474146496639,0.00020018373111634,0.0110909140306796
"ENSMUSG00000054405",-8.99208243412667,9.15574401536071,20.3512670868733,0.000206631402929603,0.0110909140306796
"ENSMUSG00000020849",-3.8245747276856,9.90251493103047,18.6147250615688,0.000211194243183527,0.0110909140306796
"ENSMUSG00000032399",-2.70528834066662,10.3219167485837,17.5674154291484,0.000215216356143606,0.0110909140306796
"ENSMUSG00000028759",-3.81370073140444,9.87648780421894,18.5527245431093,0.000216569681614091,0.0110909140306796
"ENSMUSG00000014769",-8.7791821597434,8.95324889619002,20.1074791566011,0.000220296992923486,0.0110909140306796
"ENSMUSG00000039630",-2.59991659116078,10.5933612144274,17.6338370919032,0.000220588769439665,0.0110909140306796
"ENSMUSG00000003814",-9.46674721153856,9.59972108925202,19.9337846345802,0.000230229847594459,0.0113889506866485
"ENSMUSG00000039910",-8.88432130366831,9.02591647906863,19.7718389081197,0.00024056070270043,0.0117111059552733
"ENSMUSG00000030744",-2.73204482842445,10.3040710046018,17.1414423354814,0.000248095474497242,0.0118892003169225
"ENSMUSG00000092094",2.18028277024257,9.72996299555577,18.330743191506,0.000254693428202975,0.0119706384046226
"ENSMUSG00000029227",-8.74313051182554,8.91170610817338,19.5145731148684,0.000257600956865044,0.0119706384046226
"ENSMUSG00000052613",2.53870648577646,8.93304891497291,18.163599597304,0.000267529980850008,0.0121057017248062
