"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000062991",3.04695280106321,9.67666732327538,57.9103628286963,5.8868100466605e-08,8.34749664616459e-05
"ENSMUSG00000030738",-2.18780598249942,8.46716575623445,57.5355213205949,1.745361256246e-07,0.000122685334508094
"ENSMUSG00000032249",-2.18233926608014,10.7600108035884,53.020417354456,3.90520844849193e-07,0.000122685334508094
"ENSMUSG00000020048",-2.13353851634988,9.672537905557,52.0055784107798,4.42328295241115e-07,0.000122685334508094
"ENSMUSG00000020863",-2.28261015589693,10.5672036434449,51.6820415344021,4.72530835946097e-07,0.000122685334508094
"ENSMUSG00000039630",-2.24246739813304,9.59542043815216,50.828291471087,5.191198921358e-07,0.000122685334508094
"ENSMUSG00000020994",-2.03368646759913,9.77718998702573,46.7541225931313,9.84965685448716e-07,0.000180293766916676
"ENSMUSG00000063870",-2.29712858334882,9.4706393843824,46.333813536699,1.01717216878238e-06,0.000180293766916676
"ENSMUSG00000022283",-2.58348152923071,8.19889967720481,41.8369271564496,1.76254508698928e-06,0.000259923037517056
"ENSMUSG00000037236",-2.03848268403914,9.49602115717927,42.8334205211431,1.8330256524475e-06,0.000259923037517056
"ENSMUSG00000028248",-1.84005794574926,10.4956142493569,38.600422532254,3.89810065303264e-06,0.00043613741529986
"ENSMUSG00000061032",-1.71843422783538,8.80123911852801,38.2901044596768,3.90362723821501e-06,0.00043613741529986
"ENSMUSG00000071659",-1.79979617368692,7.52116180633458,36.672654514839,3.99843892729068e-06,0.00043613741529986
"ENSMUSG00000027981",-2.39039260332257,9.02234453886389,37.0254544453527,4.82837449157177e-06,0.000450011819690113
"ENSMUSG00000004980",-1.79081572280808,10.4353300736924,37.1446321719964,5.07467036062224e-06,0.000450011819690113
"ENSMUSG00000018326",-1.73039991149433,9.85784759037019,37.1338389372366,5.07770741540325e-06,0.000450011819690113
"ENSMUSG00000030428",-1.69483298515409,10.7636467964521,36.2554672609522,5.97479541034795e-06,0.000458960391060523
"ENSMUSG00000046668",-1.82619739646028,7.58229019760105,34.6260774861785,6.10991535283903e-06,0.000458960391060523
"ENSMUSG00000038708",-2.15011989204726,8.58989091096718,34.8765298442809,7.03076350369324e-06,0.000458960391060523
"ENSMUSG00000004535",-2.11479648869835,8.49093449358716,34.7405298674568,7.10505795033828e-06,0.000458960391060523
"ENSMUSG00000019947",1.57564094148177,9.70957020055613,34.6977614690665,7.11316624673046e-06,0.000458960391060523
"ENSMUSG00000058672",-1.58177576161,8.62440515904098,34.9587012305116,7.12068307710262e-06,0.000458960391060523
"ENSMUSG00000041014",2.48043746526167,9.07838428152646,31.4527219019608,7.46529520960577e-06,0.000460251678574825
"ENSMUSG00000047036",-1.79059166260539,7.94585801544515,33.1244594122578,9.14103840245285e-06,0.000524352857051135
"ENSMUSG00000026234",-1.75928268229785,9.67027113582802,33.7242150905602,9.62989695499255e-06,0.000524352857051135
"ENSMUSG00000021039",-1.98811473495422,8.80331547513717,33.3192568270093,9.84103639413272e-06,0.000524352857051135
"ENSMUSG00000030779",-1.68687977677577,8.7397772474553,33.3223587842713,9.98415172100186e-06,0.000524352857051135
"ENSMUSG00000001175",-1.72855417995552,12.5549734115602,33.0779669503839,1.08948992931757e-05,0.000551748828490114
"ENSMUSG00000020483",-1.97727921632156,8.72166022617549,32.5245577923498,1.15172298657027e-05,0.00056315282584712
"ENSMUSG00000001833",-1.53412618542329,9.06615966267402,31.9165709638513,1.35812596864046e-05,0.000641940874510724
"ENSMUSG00000023868",2.84958055998406,9.53053151104666,29.1372983763205,1.41163110301783e-05,0.000645707388412673
"ENSMUSG00000022892",-1.33935252543676,10.3127534585137,31.4691517460732,1.52373014677206e-05,0.000675202921288369
"ENSMUSG00000005846",-1.79751576835038,7.4451950034636,29.8304433158961,1.58804376904822e-05,0.000682377595306174
"ENSMUSG00000021848",-1.94686639662592,9.67453482107685,30.9209463165876,1.68293529906055e-05,0.000701883015902311
"ENSMUSG00000028869",-1.98598395203807,6.63051943456363,28.5967515430778,1.74034532217728e-05,0.00070508847624211
"ENSMUSG00000024695",-1.75411252915139,7.96632647643889,29.535886109291,1.92342961993579e-05,0.000757617555852484
"ENSMUSG00000004267",-1.81053129629527,9.17999177226575,30.0617018393536,1.98571004810647e-05,0.000761009958977019
"ENSMUSG00000042258",-1.62568898519153,10.9675046422494,28.2306931528543,2.99977256241418e-05,0.00109418786824896
"ENSMUSG00000071424",2.30534879661302,10.0774733164749,27.5962408232284,3.00940245851266e-05,0.00109418786824896
"ENSMUSG00000015749",-1.76577750482554,9.46960112691129,27.4836740125533,3.51074241969402e-05,0.00122539145734183
"ENSMUSG00000028484",-1.34054100336078,10.3946984234833,27.4933750438028,3.54309236608003e-05,0.00122539145734183
"ENSMUSG00000093674",2.26300709273423,10.2382714072158,26.5297747242092,4.00533833201625e-05,0.00135227851304739
"ENSMUSG00000027350",-1.41604730774732,8.65492122491099,26.284789035061,4.4449689748653e-05,0.00146580604799047
"ENSMUSG00000034701",-1.35520103473916,9.75981220263805,26.0962138094616,4.85727803245513e-05,0.00156536823864122
"ENSMUSG00000047675",1.82922107478678,10.1996337924181,25.7143540513519,5.05924885952613e-05,0.0015942255295129
"ENSMUSG00000009927",2.32397598195909,9.39283189678263,24.2627038476718,5.34226219048495e-05,0.00164681038828427
"ENSMUSG00000038150",-1.34194522827452,7.45383710215009,24.3839289096889,5.68648839715129e-05,0.00171562564833203
"ENSMUSG00000034892",2.92038029210049,10.5321612300811,24.4867086659118,6.15825850483837e-05,0.001819252199971
"ENSMUSG00000029447",-1.6761637981167,8.69142980016757,24.5583967960649,6.63270582127509e-05,0.00184999888945951
"ENSMUSG00000055065",-1.61888167342396,9.05971183010605,24.6120545671484,6.72505071866009e-05,0.00184999888945951
"ENSMUSG00000079523",2.02190831395059,11.8618303669849,24.6009558951983,6.87592147629913e-05,0.00184999888945951
"ENSMUSG00000031748",-1.25220616901409,11.1507021069641,24.5710263200127,6.8812244778644e-05,0.00184999888945951
"ENSMUSG00000022185",-1.65833980316925,8.68721705891152,24.2980924110649,7.0695900975703e-05,0.00184999888945951
"ENSMUSG00000031633",-1.33723995817264,11.2130085292596,24.4032645934419,7.15819283517016e-05,0.00184999888945951
"ENSMUSG00000039218",-1.26685360941859,10.0344647091757,24.4066640909679,7.20435385572282e-05,0.00184999888945951
