gene,logfoldchanges,pvals,pvals_adj,scores
ENSMUSG00000029663,4.3881783,0.0,0.0,152.86937
ENSMUSG00000052551,5.3077307,0.0,0.0,143.26172
ENSMUSG00000056494,4.207799,0.0,0.0,133.20503
ENSMUSG00000035131,7.204359,0.0,0.0,126.979805
ENSMUSG00000021779,4.5505977,0.0,0.0,123.723434
ENSMUSG00000034731,2.6027908,0.0,0.0,121.79837
ENSMUSG00000026610,3.1347694,0.0,0.0,117.56695
ENSMUSG00000063873,2.778456,0.0,0.0,116.93048
ENSMUSG00000090061,3.6700416,0.0,0.0,116.90807
ENSMUSG00000039488,3.5411522,0.0,0.0,114.037796
ENSMUSG00000026163,2.336919,0.0,0.0,111.8056
ENSMUSG00000029108,2.9566267,0.0,0.0,110.508514
ENSMUSG00000051166,1.9948736,0.0,0.0,109.71832
ENSMUSG00000023978,2.7505438,0.0,0.0,106.031815
ENSMUSG00000052504,2.8340771,0.0,0.0,105.40876
ENSMUSG00000045613,7.1493134,0.0,0.0,103.75988
ENSMUSG00000019856,2.5530019,0.0,0.0,100.889885
ENSMUSG00000117351,2.829671,0.0,0.0,100.1861
ENSMUSG00000027562,1.7717762,0.0,0.0,99.31184
ENSMUSG00000034310,1.9076761,0.0,0.0,98.662125
ENSMUSG00000052957,5.3919573,0.0,0.0,97.533424
ENSMUSG00000026748,3.3068733,0.0,0.0,96.726105
ENSMUSG00000021730,1.8012017,0.0,0.0,95.70624
ENSMUSG00000031673,2.2482731,0.0,0.0,93.77826
ENSMUSG00000040420,2.5234458,0.0,0.0,93.73354
ENSMUSG00000049420,3.5754023,0.0,0.0,93.0076
ENSMUSG00000041014,2.6062193,0.0,0.0,92.61643
ENSMUSG00000028125,2.9383092,0.0,0.0,92.33489
ENSMUSG00000046818,4.4101877,0.0,0.0,91.68151
ENSMUSG00000074991,2.3131015,0.0,0.0,89.90293
ENSMUSG00000023987,3.0393367,0.0,0.0,89.54268
ENSMUSG00000037610,2.3354561,0.0,0.0,89.03694
ENSMUSG00000030206,2.0936017,0.0,0.0,88.97148
ENSMUSG00000057378,2.096623,0.0,0.0,88.68679
ENSMUSG00000037593,1.2997152,0.0,0.0,88.41741
ENSMUSG00000019978,3.6152694,0.0,0.0,88.06316
ENSMUSG00000063531,2.50077,0.0,0.0,88.03138
ENSMUSG00000017390,1.7911081,0.0,0.0,86.37279
ENSMUSG00000024519,1.9872613,0.0,0.0,83.90359
ENSMUSG00000038168,3.0861156,0.0,0.0,83.42
ENSMUSG00000035566,2.671837,0.0,0.0,82.93011
ENSMUSG00000001270,0.8710344,0.0,0.0,82.61043
ENSMUSG00000098087,2.295928,0.0,0.0,82.450905
ENSMUSG00000005649,1.588397,0.0,0.0,82.3628
ENSMUSG00000021337,1.6523118,0.0,0.0,82.022194
ENSMUSG00000106515,1.484703,0.0,0.0,81.85723
ENSMUSG00000024063,1.9469625,0.0,0.0,81.55052
ENSMUSG00000019873,2.6248002,0.0,0.0,80.46851
ENSMUSG00000028565,1.8283339,0.0,0.0,80.061356
ENSMUSG00000041670,1.7676984,0.0,0.0,79.72721
ENSMUSG00000032656,3.2654536,0.0,0.0,79.47181
ENSMUSG00000049630,4.8541536,0.0,0.0,79.18069
ENSMUSG00000049775,1.7811207,0.0,0.0,79.01099
ENSMUSG00000056755,1.7974609,0.0,0.0,79.004845
ENSMUSG00000034488,1.3158772,0.0,0.0,78.10831
ENSMUSG00000063063,1.3260955,0.0,0.0,78.02841
ENSMUSG00000034912,1.1922761,0.0,0.0,77.25317
ENSMUSG00000036019,1.2448587,0.0,0.0,75.403145
ENSMUSG00000042757,1.750241,0.0,0.0,75.073135
ENSMUSG00000021700,1.6978023,0.0,0.0,74.410065
ENSMUSG00000075706,1.205399,0.0,0.0,73.911415
ENSMUSG00000024112,1.8615048,0.0,0.0,73.16032
ENSMUSG00000029913,1.9390101,0.0,0.0,72.80332
ENSMUSG00000030518,2.0943098,0.0,0.0,71.68506
ENSMUSG00000021699,1.7274355,0.0,0.0,71.414375
ENSMUSG00000052572,1.1617633,0.0,0.0,71.26099
ENSMUSG00000050711,1.3691453,0.0,0.0,70.84482
ENSMUSG00000056158,0.8828692,0.0,0.0,70.73848
ENSMUSG00000025584,1.8526322,0.0,0.0,70.554245
ENSMUSG00000034762,2.224584,0.0,0.0,69.86807
ENSMUSG00000031109,2.0552547,0.0,0.0,69.60848
ENSMUSG00000044647,1.5835297,0.0,0.0,69.562004
ENSMUSG00000030525,2.3207653,0.0,0.0,69.13805
ENSMUSG00000008932,1.6062118,0.0,0.0,69.115364
ENSMUSG00000044499,1.4882348,0.0,0.0,68.28278
ENSMUSG00000048490,1.9284056,0.0,0.0,68.23072
ENSMUSG00000040430,1.7145066,0.0,0.0,67.5582
ENSMUSG00000028266,1.5334932,0.0,0.0,67.5121
ENSMUSG00000048834,3.0138383,0.0,0.0,67.11745
ENSMUSG00000092094,1.9280246,0.0,0.0,67.00518
ENSMUSG00000063564,3.3748064,0.0,0.0,66.68366
ENSMUSG00000052920,1.4633863,0.0,0.0,66.52282
ENSMUSG00000031626,1.5894572,0.0,0.0,66.21877
ENSMUSG00000028184,1.321768,0.0,0.0,66.024635
ENSMUSG00000003500,1.5781469,0.0,0.0,64.851006
ENSMUSG00000033740,1.3246901,0.0,0.0,64.6967
ENSMUSG00000021536,1.4443073,0.0,0.0,64.29356
ENSMUSG00000027748,1.9345678,0.0,0.0,64.12533
ENSMUSG00000057666,0.8728976,0.0,0.0,62.773228
ENSMUSG00000079157,1.0709751,0.0,0.0,62.168118
ENSMUSG00000037996,1.4579172,0.0,0.0,62.06523
ENSMUSG00000042115,1.4939348,0.0,0.0,62.022835
ENSMUSG00000057315,1.4379557,0.0,0.0,61.77149
ENSMUSG00000015090,2.508183,0.0,0.0,61.04679
ENSMUSG00000029223,2.0853746,0.0,0.0,61.009754
ENSMUSG00000016128,4.5994563,0.0,0.0,60.52685
ENSMUSG00000064329,3.0752363,0.0,0.0,60.255207
ENSMUSG00000073154,7.5580063,0.0,0.0,60.059673
ENSMUSG00000022353,1.3196442,0.0,0.0,59.742977
ENSMUSG00000036356,2.2739818,0.0,0.0,59.07428
ENSMUSG00000026468,1.2370284,0.0,0.0,59.071545
ENSMUSG00000015484,2.017569,0.0,0.0,58.982937
ENSMUSG00000027016,0.7843773,0.0,0.0,58.782707
ENSMUSG00000042662,3.0777032,0.0,0.0,57.45149
ENSMUSG00000069601,0.92118096,0.0,0.0,57.321583
ENSMUSG00000029761,2.0571086,0.0,0.0,57.0976
ENSMUSG00000021194,1.2330996,0.0,0.0,56.818684
ENSMUSG00000091636,1.9173628,0.0,0.0,56.536434
ENSMUSG00000023439,0.82337016,0.0,0.0,56.373222
ENSMUSG00000022876,1.187242,0.0,0.0,56.18328
ENSMUSG00000045201,2.9852424,0.0,0.0,55.29179
ENSMUSG00000045534,1.2504977,0.0,0.0,55.135094
ENSMUSG00000026072,2.3198647,0.0,0.0,55.045685
ENSMUSG00000103428,1.3740089,0.0,0.0,54.646378
ENSMUSG00000040037,0.80190045,0.0,0.0,54.582825
ENSMUSG00000023495,1.0534211,0.0,0.0,54.43566
ENSMUSG00000048747,1.3574188,0.0,0.0,54.089767
ENSMUSG00000046093,2.1642983,0.0,0.0,53.922653
ENSMUSG00000040907,0.76957875,0.0,0.0,53.75627
ENSMUSG00000025969,1.8735778,0.0,0.0,53.669693
ENSMUSG00000052430,4.8095264,0.0,0.0,53.15574
ENSMUSG00000029228,1.4909832,0.0,0.0,53.150284
ENSMUSG00000035275,2.085309,0.0,0.0,52.996403
ENSMUSG00000049122,0.74029785,0.0,0.0,52.46941
ENSMUSG00000067786,1.5266113,0.0,0.0,52.13014
ENSMUSG00000036452,1.1068087,0.0,0.0,51.71267
ENSMUSG00000112276,1.9289643,0.0,0.0,51.67724
ENSMUSG00000020524,1.0834953,0.0,0.0,51.38656
ENSMUSG00000025551,3.510707,0.0,0.0,51.331367
ENSMUSG00000045103,1.1741976,0.0,0.0,51.1549
ENSMUSG00000048015,0.8210068,0.0,0.0,51.060604
ENSMUSG00000032294,0.66516876,0.0,0.0,50.668457
ENSMUSG00000028133,3.7026932,0.0,0.0,50.502625
ENSMUSG00000067028,3.0680075,0.0,0.0,50.40959
ENSMUSG00000052613,1.0744747,0.0,0.0,50.092224
ENSMUSG00000057914,0.9140863,0.0,0.0,49.897697
ENSMUSG00000028439,1.4731727,0.0,0.0,49.83212
ENSMUSG00000031760,1.4224212,0.0,0.0,48.81455
ENSMUSG00000024990,6.2096004,0.0,0.0,48.73456
ENSMUSG00000039809,1.2304772,0.0,0.0,48.71161
ENSMUSG00000009108,1.3547003,0.0,0.0,48.678764
ENSMUSG00000025268,1.9369477,0.0,0.0,48.610386
ENSMUSG00000035864,0.4609569,0.0,0.0,48.357758
ENSMUSG00000032908,1.3448321,0.0,0.0,48.29729
ENSMUSG00000022658,1.2453675,0.0,0.0,48.17122
ENSMUSG00000061603,0.879273,0.0,0.0,47.975483
ENSMUSG00000056145,2.2442033,0.0,0.0,47.85743
ENSMUSG00000024548,0.95147115,0.0,0.0,47.73037
ENSMUSG00000005125,2.5275648,0.0,0.0,47.625706
ENSMUSG00000063430,1.1835692,0.0,0.0,47.54039
ENSMUSG00000030621,1.4376619,0.0,0.0,47.323154
ENSMUSG00000032348,2.5844386,0.0,0.0,46.92899
ENSMUSG00000020890,2.1240613,0.0,0.0,46.676487
ENSMUSG00000075254,2.2336462,0.0,0.0,46.47576
