gene,logfoldchanges,pvals,pvals_adj,scores
ENSMUSG00000032532,8.806183,0.0,0.0,209.2033
ENSMUSG00000062151,3.6154542,0.0,0.0,192.58815
ENSMUSG00000055421,3.0586605,0.0,0.0,185.19044
ENSMUSG00000036510,4.443527,0.0,0.0,184.27007
ENSMUSG00000040420,3.6949334,0.0,0.0,181.87479
ENSMUSG00000050711,2.6471114,0.0,0.0,178.13696
ENSMUSG00000071424,3.8030622,0.0,0.0,177.218
ENSMUSG00000064179,4.1476035,0.0,0.0,176.5777
ENSMUSG00000020444,2.5191915,0.0,0.0,175.61627
ENSMUSG00000063626,3.5634925,0.0,0.0,174.94533
ENSMUSG00000042453,3.3308263,0.0,0.0,172.07785
ENSMUSG00000033278,4.7310014,0.0,0.0,165.0723
ENSMUSG00000038805,3.6501021,0.0,0.0,163.50589
ENSMUSG00000016918,3.6253254,0.0,0.0,161.06783
ENSMUSG00000057378,2.9683175,0.0,0.0,159.82932
ENSMUSG00000022025,4.151955,0.0,0.0,154.14458
ENSMUSG00000048915,4.9379272,0.0,0.0,152.27832
ENSMUSG00000038370,3.464656,0.0,0.0,148.15602
ENSMUSG00000021337,2.2956514,0.0,0.0,146.52238
ENSMUSG00000038811,2.5211513,0.0,0.0,144.33673
ENSMUSG00000036800,1.8502383,0.0,0.0,141.4588
ENSMUSG00000025255,2.6495879,0.0,0.0,138.88724
ENSMUSG00000033080,3.1186318,0.0,0.0,137.94281
ENSMUSG00000047161,2.519602,0.0,0.0,136.32385
ENSMUSG00000031925,4.3689713,0.0,0.0,133.29137
ENSMUSG00000049336,2.1668756,0.0,0.0,132.99297
ENSMUSG00000019888,4.7005863,0.0,0.0,131.954
ENSMUSG00000039579,4.822182,0.0,0.0,131.72981
ENSMUSG00000068748,1.7849314,0.0,0.0,131.58803
ENSMUSG00000045103,2.134675,0.0,0.0,125.430786
ENSMUSG00000038872,2.0445035,0.0,0.0,125.26849
ENSMUSG00000059857,2.3066173,0.0,0.0,124.91737
ENSMUSG00000034187,1.2525104,0.0,0.0,124.79503
ENSMUSG00000052889,2.0458186,0.0,0.0,124.22329
ENSMUSG00000087694,1.7446755,0.0,0.0,123.87503
ENSMUSG00000049583,1.6074175,0.0,0.0,122.67365
ENSMUSG00000045648,2.449389,0.0,0.0,122.563576
ENSMUSG00000030307,3.46251,0.0,0.0,122.34148
ENSMUSG00000058571,2.136809,0.0,0.0,121.72487
ENSMUSG00000039031,5.3838854,0.0,0.0,120.65205
ENSMUSG00000071753,2.4189637,0.0,0.0,118.53778
ENSMUSG00000091537,1.3710617,0.0,0.0,117.8148
ENSMUSG00000021983,2.703286,0.0,0.0,117.79423
ENSMUSG00000056755,2.0229452,0.0,0.0,117.68973
ENSMUSG00000028525,1.5520678,0.0,0.0,116.77163
ENSMUSG00000032384,1.707528,0.0,0.0,115.41701
ENSMUSG00000029544,1.6166029,0.0,0.0,113.34133
ENSMUSG00000051177,2.7924678,0.0,0.0,113.08047
ENSMUSG00000054423,0.9933933,0.0,0.0,109.69534
ENSMUSG00000026904,1.1862332,0.0,0.0,109.38855
ENSMUSG00000040037,1.1394398,0.0,0.0,109.26856
ENSMUSG00000074505,2.3104937,0.0,0.0,106.58732
ENSMUSG00000092094,2.09336,0.0,0.0,105.92708
ENSMUSG00000038128,2.0739675,0.0,0.0,105.77245
ENSMUSG00000054162,3.2499197,0.0,0.0,105.67744
ENSMUSG00000061013,3.3608103,0.0,0.0,105.54673
ENSMUSG00000037148,4.0598335,0.0,0.0,105.30333
ENSMUSG00000052539,1.8283546,0.0,0.0,105.27921
ENSMUSG00000034480,3.1733806,0.0,0.0,105.24665
ENSMUSG00000093460,3.8619254,0.0,0.0,105.034004
ENSMUSG00000022257,1.5176617,0.0,0.0,104.8709
ENSMUSG00000032238,0.961965,0.0,0.0,104.02753
ENSMUSG00000022876,1.4442356,0.0,0.0,101.7028
ENSMUSG00000042757,1.7897207,0.0,0.0,101.12223
ENSMUSG00000000617,1.2610815,0.0,0.0,100.2737
ENSMUSG00000110246,1.7027744,0.0,0.0,99.73593
ENSMUSG00000098682,0.86639166,0.0,0.0,98.920235
ENSMUSG00000052479,3.5417967,0.0,0.0,97.25226
ENSMUSG00000021010,3.0938382,0.0,0.0,96.63601
ENSMUSG00000049122,0.96375126,0.0,0.0,96.39893
ENSMUSG00000022494,4.1101866,0.0,0.0,95.26313
ENSMUSG00000025555,2.566178,0.0,0.0,92.856766
ENSMUSG00000068615,2.116017,0.0,0.0,91.63201
ENSMUSG00000072294,1.6501528,0.0,0.0,91.50132
ENSMUSG00000026123,1.4907489,0.0,0.0,90.799034
ENSMUSG00000039488,1.9029468,0.0,0.0,89.95898
ENSMUSG00000010803,1.1029112,0.0,0.0,89.40546
ENSMUSG00000043456,1.3544884,0.0,0.0,88.97844
ENSMUSG00000031558,1.0077933,0.0,0.0,88.63271
ENSMUSG00000015653,2.0932188,0.0,0.0,88.54384
ENSMUSG00000021719,1.7596086,0.0,0.0,87.95179
ENSMUSG00000040254,6.947636,0.0,0.0,87.80676
ENSMUSG00000085139,2.1174123,0.0,0.0,87.1041
ENSMUSG00000079523,1.3282306,0.0,0.0,87.099976
ENSMUSG00000029410,2.8410327,0.0,0.0,86.85978
ENSMUSG00000040003,0.9583942,0.0,0.0,86.83118
ENSMUSG00000024544,1.4485571,0.0,0.0,86.6903
ENSMUSG00000035242,0.71342194,0.0,0.0,85.94714
ENSMUSG00000029212,2.1634624,0.0,0.0,85.15961
ENSMUSG00000022376,2.6237617,0.0,0.0,84.86349
ENSMUSG00000113586,2.1451676,0.0,0.0,84.59553
ENSMUSG00000024857,1.7137752,0.0,0.0,84.554756
ENSMUSG00000052949,1.4517907,0.0,0.0,84.37771
ENSMUSG00000022723,1.6608598,0.0,0.0,83.972534
ENSMUSG00000042258,1.0349371,0.0,0.0,83.41716
ENSMUSG00000028649,0.8221958,0.0,0.0,83.36469
ENSMUSG00000055254,1.2035741,0.0,0.0,82.89361
ENSMUSG00000048388,1.1142447,0.0,0.0,82.68895
ENSMUSG00000030350,2.6827836,0.0,0.0,80.01798
ENSMUSG00000063972,1.2921877,0.0,0.0,79.92063
ENSMUSG00000003949,1.0453717,0.0,0.0,78.927124
ENSMUSG00000111950,4.7814007,0.0,0.0,78.75881
ENSMUSG00000022523,1.2488453,0.0,0.0,78.66288
ENSMUSG00000021559,1.6533809,0.0,0.0,78.23791
ENSMUSG00000004637,1.1985034,0.0,0.0,78.08101
ENSMUSG00000039145,1.0501882,0.0,0.0,77.4888
ENSMUSG00000022012,1.1659837,0.0,0.0,77.116554
ENSMUSG00000024172,1.8375558,0.0,0.0,76.7452
ENSMUSG00000037896,1.5081846,0.0,0.0,76.606026
ENSMUSG00000037736,1.0352588,0.0,0.0,76.08611
ENSMUSG00000002058,0.7043038,0.0,0.0,74.96958
ENSMUSG00000030523,1.0329247,0.0,0.0,74.95481
ENSMUSG00000011171,1.2042795,0.0,0.0,74.0617
ENSMUSG00000024084,1.0000093,0.0,0.0,73.835144
ENSMUSG00000079434,7.1450105,0.0,0.0,73.798645
ENSMUSG00000017740,0.73399454,0.0,0.0,73.506516
ENSMUSG00000026934,3.714562,0.0,0.0,72.039024
ENSMUSG00000044201,3.5073426,0.0,0.0,71.89477
ENSMUSG00000028289,1.0329369,0.0,0.0,71.821724
ENSMUSG00000031559,1.2222016,0.0,0.0,71.727425
ENSMUSG00000060206,1.1104391,0.0,0.0,71.18792
ENSMUSG00000022237,2.019463,0.0,0.0,70.70634
ENSMUSG00000042807,3.0405447,0.0,0.0,70.680855
ENSMUSG00000015829,1.1140085,0.0,0.0,70.479836
ENSMUSG00000045967,2.3211951,0.0,0.0,70.4301
ENSMUSG00000092083,1.2584666,0.0,0.0,70.12897
ENSMUSG00000044340,1.4650823,0.0,0.0,70.01593
ENSMUSG00000021928,1.372445,0.0,0.0,69.967606
ENSMUSG00000038665,0.9395361,0.0,0.0,69.53282
ENSMUSG00000074991,1.152256,0.0,0.0,69.428635
ENSMUSG00000032418,3.689644,0.0,0.0,68.75392
ENSMUSG00000041078,0.85882837,0.0,0.0,68.70971
ENSMUSG00000039153,3.3688922,0.0,0.0,68.275085
ENSMUSG00000022892,0.92628145,0.0,0.0,67.83721
ENSMUSG00000032936,2.908891,0.0,0.0,67.83324
ENSMUSG00000033569,0.79327023,0.0,0.0,67.78459
ENSMUSG00000001525,1.0076483,0.0,0.0,67.7783
ENSMUSG00000040118,0.9321487,0.0,0.0,67.53404
ENSMUSG00000031555,1.4786313,0.0,0.0,67.50578
ENSMUSG00000110375,1.1265683,0.0,0.0,67.50171
ENSMUSG00000039910,1.2855111,0.0,0.0,67.24298
ENSMUSG00000051527,1.1741604,0.0,0.0,67.144905
ENSMUSG00000021270,0.64124584,0.0,0.0,66.76964
ENSMUSG00000021061,1.3752028,0.0,0.0,66.65346
ENSMUSG00000042688,1.570178,0.0,0.0,66.50922
ENSMUSG00000033209,1.4520237,0.0,0.0,65.39247
ENSMUSG00000021846,1.4979767,0.0,0.0,65.034775
ENSMUSG00000020919,1.265015,0.0,0.0,64.98041
ENSMUSG00000032181,0.96169925,0.0,0.0,64.67581
ENSMUSG00000028005,0.9769566,0.0,0.0,64.62399
ENSMUSG00000079037,0.7741017,0.0,0.0,64.526115
ENSMUSG00000042604,3.3949294,0.0,0.0,64.32952
ENSMUSG00000066621,1.1669809,0.0,0.0,62.59627
ENSMUSG00000022799,1.0807613,0.0,0.0,62.578117
ENSMUSG00000037446,2.0975642,0.0,0.0,62.346165
ENSMUSG00000024186,0.9722551,0.0,0.0,62.241035
