gene,logfoldchanges,pvals,pvals_adj,scores
ENSMUSG00000051910,5.433181,0.0,0.0,187.34776
ENSMUSG00000028565,4.0538225,0.0,0.0,180.58514
ENSMUSG00000054640,4.0455866,0.0,0.0,179.22054
ENSMUSG00000039488,4.1524143,0.0,0.0,177.97533
ENSMUSG00000078591,4.423208,0.0,0.0,173.45877
ENSMUSG00000092083,2.7986882,0.0,0.0,158.9601
ENSMUSG00000030516,2.9894629,0.0,0.0,157.37447
ENSMUSG00000037996,3.7051299,0.0,0.0,155.79486
ENSMUSG00000059203,3.8460727,0.0,0.0,154.32187
ENSMUSG00000050587,2.6744232,0.0,0.0,146.56754
ENSMUSG00000028289,2.438645,0.0,0.0,143.65352
ENSMUSG00000027210,3.1340318,0.0,0.0,143.02682
ENSMUSG00000025370,2.9677656,0.0,0.0,141.14708
ENSMUSG00000037605,2.8151598,0.0,0.0,140.13637
ENSMUSG00000086662,5.5841455,0.0,0.0,134.99017
ENSMUSG00000021730,1.9663038,0.0,0.0,134.17375
ENSMUSG00000005649,1.9357269,0.0,0.0,133.483
ENSMUSG00000034310,1.9618752,0.0,0.0,133.04645
ENSMUSG00000048747,3.3127627,0.0,0.0,128.40079
ENSMUSG00000021536,2.5256653,0.0,0.0,124.04173
ENSMUSG00000053141,7.029992,0.0,0.0,122.49366
ENSMUSG00000027419,3.232845,0.0,0.0,121.682076
ENSMUSG00000068748,1.6953923,0.0,0.0,120.92013
ENSMUSG00000037161,0.75644153,0.0,0.0,120.1522
ENSMUSG00000019943,1.3406354,0.0,0.0,119.16045
ENSMUSG00000030096,1.2254483,0.0,0.0,119.11007
ENSMUSG00000023267,1.4147795,0.0,0.0,118.34195
ENSMUSG00000052613,1.8178185,0.0,0.0,113.97654
ENSMUSG00000028266,2.2043796,0.0,0.0,109.894806
ENSMUSG00000112276,3.8762777,0.0,0.0,108.99006
ENSMUSG00000035686,3.4672499,0.0,0.0,106.172424
ENSMUSG00000109394,1.138626,0.0,0.0,105.94899
ENSMUSG00000029663,1.8662364,0.0,0.0,105.85563
ENSMUSG00000001911,3.797928,0.0,0.0,105.77513
ENSMUSG00000050840,3.28293,0.0,0.0,105.289345
ENSMUSG00000038418,2.6658993,0.0,0.0,105.02563
ENSMUSG00000026610,2.004515,0.0,0.0,103.92239
ENSMUSG00000028785,4.1270657,0.0,0.0,103.64644
ENSMUSG00000090386,1.7167091,0.0,0.0,102.169876
ENSMUSG00000022892,1.435897,0.0,0.0,101.74815
ENSMUSG00000003949,1.4880275,0.0,0.0,101.117096
ENSMUSG00000019889,5.3093424,0.0,0.0,100.14084
ENSMUSG00000033910,1.5394562,0.0,0.0,99.343834
ENSMUSG00000024519,1.8883942,0.0,0.0,99.27616
ENSMUSG00000033307,1.1098661,0.0,0.0,98.503914
ENSMUSG00000021196,1.3037393,0.0,0.0,98.37221
ENSMUSG00000006800,2.2018623,0.0,0.0,98.11668
ENSMUSG00000060534,1.347428,0.0,0.0,98.0158
ENSMUSG00000037940,1.3569578,0.0,0.0,97.98448
ENSMUSG00000038255,3.6442025,0.0,0.0,96.51662
ENSMUSG00000031451,2.4458044,0.0,0.0,96.44553
